3,1,773.49,482.92,51.84,35.29,1,-1,-1,-1
3,2,719.22,434.58,36.73,25.73,1,-1,-1,-1
3,3,508.18,367.14,22.41,18.39,1,-1,-1,-1
3,4,546.98,381.45,20.98,18.35,1,-1,-1,-1
3,5,423.92,372.21,22.74,44.36,1,-1,-1,-1
3,6,416.59,302.76,12.41,11.98,1,-1,-1,-1
3,7,397.76,302.11,13.20,12.44,1,-1,-1,-1
3,8,375.81,345.52,36.36,16.90,1,-1,-1,-1
3,9,449.76,343.65,23.19,17.92,1,-1,-1,-1
4,1,773.34,481.59,51.42,35.44,1,-1,-1,-1
4,2,719.07,433.26,36.87,25.52,1,-1,-1,-1
4,3,507.97,366.93,22.46,18.18,1,-1,-1,-1
4,4,546.55,380.72,21.17,18.33,1,-1,-1,-1
4,5,424.10,372.58,23.04,44.42,1,-1,-1,-1
4,6,416.83,301.50,12.15,11.89,1,-1,-1,-1
4,7,397.97,301.55,13.11,12.15,1,-1,-1,-1
4,8,377.13,345.02,35.69,16.30,1,-1,-1,-1
4,9,449.89,341.69,23.43,18.52,1,-1,-1,-1
4,10,812.99,515.55,48.77,23.51,1,-1,-1,-1
5,1,772.72,480.71,51.46,35.38,1,-1,-1,-1
5,2,718.36,431.91,36.76,25.53,1,-1,-1,-1
5,3,508.15,365.87,22.59,18.38,1,-1,-1,-1
5,4,546.02,379.06,21.31,18.41,1,-1,-1,-1
5,5,424.52,372.21,23.02,44.33,1,-1,-1,-1
5,6,416.94,300.73,12.10,11.96,1,-1,-1,-1
5,7,397.60,300.77,13.31,12.04,1,-1,-1,-1
5,8,378.93,344.36,35.48,15.91,1,-1,-1,-1
5,9,450.44,340.88,24.04,18.90,1,-1,-1,-1
5,10,813.53,515.45,50.37,23.89,1,-1,-1,-1
6,1,772.93,480.69,51.40,35.18,1,-1,-1,-1
6,2,718.05,430.93,36.45,25.40,1,-1,-1,-1
6,3,508.35,364.34,22.45,18.63,1,-1,-1,-1
6,4,545.96,377.60,21.40,18.40,1,-1,-1,-1
6,5,424.44,371.98,23.10,44.37,1,-1,-1,-1
6,6,417.14,300.37,12.07,11.76,1,-1,-1,-1
6,7,397.38,299.67,13.44,12.01,1,-1,-1,-1
6,8,378.97,343.31,35.09,15.39,1,-1,-1,-1
6,9,450.34,340.07,24.19,19.22,1,-1,-1,-1
6,10,813.01,514.75,50.81,24.46,1,-1,-1,-1
6,12,466.86,329.28,34.03,14.01,1,-1,-1,-1
6,13,397.47,334.58,33.02,14.69,1,-1,-1,-1
7,1,773.02,479.46,51.29,35.08,1,-1,-1,-1
7,2,718.58,430.54,36.15,25.12,1,-1,-1,-1
7,3,508.61,363.06,22.32,18.79,1,-1,-1,-1
7,4,545.78,376.16,21.52,18.46,1,-1,-1,-1
7,5,424.40,371.77,23.23,44.34,1,-1,-1,-1
7,6,416.92,298.86,12.21,11.81,1,-1,-1,-1
7,7,397.31,298.74,13.54,11.95,1,-1,-1,-1
7,8,381.64,341.76,34.97,15.25,1,-1,-1,-1
7,9,449.51,340.40,23.92,18.91,1,-1,-1,-1
7,10,814.73,513.05,51.96,25.18,1,-1,-1,-1
7,12,467.09,326.92,34.69,14.15,1,-1,-1,-1
7,13,399.67,332.58,32.53,14.54,1,-1,-1,-1
7,14,292.65,346.20,32.48,15.57,1,-1,-1,-1
7,15,269.80,516.15,29.75,23.07,1,-1,-1,-1
8,1,772.47,477.73,51.43,35.04,1,-1,-1,-1
8,2,718.38,429.49,35.91,25.10,1,-1,-1,-1
8,3,508.73,361.99,22.33,18.86,1,-1,-1,-1
8,4,545.65,375.22,21.61,18.53,1,-1,-1,-1
8,5,424.32,371.37,23.31,44.28,1,-1,-1,-1
8,6,416.83,297.62,12.31,11.94,1,-1,-1,-1
8,7,397.67,297.69,13.65,12.04,1,-1,-1,-1
8,8,382.74,340.79,34.72,15.09,1,-1,-1,-1
8,10,816.18,511.59,53.13,26.08,1,-1,-1,-1
8,11,493.10,388.45,12.48,17.49,1,-1,-1,-1
8,12,469.40,324.61,35.38,14.59,1,-1,-1,-1
8,13,401.55,331.52,33.13,14.31,1,-1,-1,-1
8,14,298.91,344.80,30.99,15.14,1,-1,-1,-1
8,15,269.90,515.18,29.57,23.66,1,-1,-1,-1
9,1,772.57,476.63,51.44,34.82,1,-1,-1,-1
9,2,718.40,428.52,35.74,24.98,1,-1,-1,-1
9,3,508.60,360.71,22.23,18.94,1,-1,-1,-1
9,4,545.50,374.46,21.67,18.53,1,-1,-1,-1
9,5,424.62,371.16,23.55,44.18,1,-1,-1,-1
9,6,416.93,296.56,12.34,11.99,1,-1,-1,-1
9,7,397.58,297.02,13.83,12.06,1,-1,-1,-1
9,8,383.51,339.79,34.72,15.09,1,-1,-1,-1
9,10,815.89,510.61,53.77,26.85,1,-1,-1,-1
9,11,491.52,384.50,12.84,16.92,1,-1,-1,-1
9,12,471.69,324.01,35.53,14.60,1,-1,-1,-1
9,13,405.44,330.23,32.85,14.19,1,-1,-1,-1
9,14,300.18,343.59,29.74,15.15,1,-1,-1,-1
9,15,270.46,514.05,29.14,24.17,1,-1,-1,-1
10,1,772.51,475.36,51.35,34.80,1,-1,-1,-1
10,2,718.79,427.62,35.87,24.98,1,-1,-1,-1
10,3,508.47,359.64,22.29,18.86,1,-1,-1,-1
10,4,545.23,373.85,21.82,18.59,1,-1,-1,-1
10,5,424.54,370.47,23.58,44.10,1,-1,-1,-1
10,6,416.88,295.45,12.36,12.05,1,-1,-1,-1
10,7,397.63,295.59,13.77,12.03,1,-1,-1,-1
