3,1,155.89,304.42,60.98,76.79,1,-1,-1,-1
3,2,238.94,263.15,47.68,72.58,1,-1,-1,-1
3,3,3.74,286.39,116.13,57.79,1,-1,-1,-1
3,4,258.57,222.34,37.56,44.08,1,-1,-1,-1
3,5,295.32,170.60,25.15,28.80,1,-1,-1,-1
3,6,197.21,194.51,43.03,53.51,1,-1,-1,-1
3,7,355.73,162.77,22.65,23.61,1,-1,-1,-1
3,8,395.06,59.75,12.28,11.35,1,-1,-1,-1
3,9,354.46,125.54,29.80,17.55,1,-1,-1,-1
3,10,364.50,63.02,11.45,10.57,1,-1,-1,-1
3,11,454.06,255.09,24.97,18.17,1,-1,-1,-1
3,12,345.78,56.67,10.62,10.83,1,-1,-1,-1
3,13,118.34,339.84,29.98,39.97,1,-1,-1,-1
3,14,374.13,72.84,13.40,11.50,1,-1,-1,-1
3,15,349.53,46.27,9.23,7.84,1,-1,-1,-1
3,16,469.15,291.62,29.95,18.03,1,-1,-1,-1
4,1,153.89,308.12,61.07,75.90,1,-1,-1,-1
4,2,238.75,264.94,47.98,73.11,1,-1,-1,-1
4,3,4.14,287.32,116.75,57.61,1,-1,-1,-1
4,4,257.67,224.93,38.08,43.94,1,-1,-1,-1
4,5,294.76,172.22,25.14,28.89,1,-1,-1,-1
4,6,196.78,194.74,42.69,53.69,1,-1,-1,-1
4,7,355.98,161.08,22.47,23.83,1,-1,-1,-1
4,8,395.31,59.85,12.36,11.46,1,-1,-1,-1
4,9,355.48,125.19,29.54,17.89,1,-1,-1,-1
4,10,364.65,62.96,11.40,10.47,1,-1,-1,-1
4,11,453.76,254.98,25.16,18.16,1,-1,-1,-1
4,12,345.82,57.91,10.50,10.76,1,-1,-1,-1
4,13,119.99,339.89,29.18,40.00,1,-1,-1,-1
4,14,374.82,72.93,13.29,11.48,1,-1,-1,-1
4,15,349.85,46.64,9.27,8.06,1,-1,-1,-1
4,16,468.85,292.03,29.85,17.69,1,-1,-1,-1
4,17,236.40,226.52,12.13,26.88,1,-1,-1,-1
4,18,368.91,54.45,9.97,9.47,1,-1,-1,-1
5,1,151.11,310.60,61.18,74.65,1,-1,-1,-1
5,2,236.39,266.88,48.06,73.74,1,-1,-1,-1
5,3,5.26,288.79,115.87,57.46,1,-1,-1,-1
5,4,256.12,226.26,38.23,44.00,1,-1,-1,-1
5,5,294.64,173.86,25.09,28.99,1,-1,-1,-1
5,6,197.09,195.21,42.68,53.69,1,-1,-1,-1
5,7,355.45,160.09,22.54,23.66,1,-1,-1,-1
5,8,395.15,60.46,12.25,11.51,1,-1,-1,-1
5,9,355.68,124.97,28.94,17.79,1,-1,-1,-1
5,10,364.25,63.14,11.39,10.41,1,-1,-1,-1
5,11,453.49,255.64,25.12,18.11,1,-1,-1,-1
5,12,345.08,58.99,10.54,10.81,1,-1,-1,-1
5,13,120.66,339.96,28.76,39.68,1,-1,-1,-1
5,14,374.54,72.89,13.20,11.46,1,-1,-1,-1
5,15,349.61,46.91,9.24,8.25,1,-1,-1,-1
5,16,468.75,292.35,29.50,17.51,1,-1,-1,-1
5,17,235.00,229.21,11.97,26.11,1,-1,-1,-1
5,18,368.94,54.79,10.02,9.48,1,-1,-1,-1
6,1,148.55,312.39,62.18,73.37,1,-1,-1,-1
6,2,235.21,268.18,48.14,74.09,1,-1,-1,-1
6,3,4.21,289.33,116.13,57.43,1,-1,-1,-1
6,4,255.28,226.70,38.25,44.50,1,-1,-1,-1
6,5,293.45,174.32,25.28,29.26,1,-1,-1,-1
6,6,196.96,195.41,42.79,53.74,1,-1,-1,-1
6,7,355.11,159.36,22.44,23.48,1,-1,-1,-1
6,8,394.66,60.36,12.21,11.63,1,-1,-1,-1
6,9,356.31,124.75,28.36,17.75,1,-1,-1,-1
6,10,364.06,62.98,11.41,10.47,1,-1,-1,-1
6,11,453.35,255.96,25.12,17.99,1,-1,-1,-1
6,12,344.49,59.54,10.52,10.87,1,-1,-1,-1
