3,1,27.68,279.07,144.24,193.21,1,-1,-1,-1
3,2,1149.49,378.00,79.57,57.99,1,-1,-1,-1
3,3,1077.38,286.37,58.02,37.16,1,-1,-1,-1
3,4,893.16,111.02,159.20,39.28,1,-1,-1,-1
3,5,783.08,171.50,245.96,107.19,1,-1,-1,-1
3,6,863.61,140.62,21.02,17.46,1,-1,-1,-1
3,7,722.49,160.94,36.08,22.36,1,-1,-1,-1
4,1,24.69,281.16,144.52,195.20,1,-1,-1,-1
4,2,1144.16,372.02,79.06,57.77,1,-1,-1,-1
4,3,1073.09,283.61,57.66,37.82,1,-1,-1,-1
4,4,893.13,110.67,160.12,39.18,1,-1,-1,-1
4,5,776.06,171.65,245.97,106.53,1,-1,-1,-1
4,6,861.96,140.96,20.65,17.21,1,-1,-1,-1
4,7,720.05,161.31,36.30,22.22,1,-1,-1,-1
5,1,21.10,288.16,144.85,195.44,1,-1,-1,-1
5,2,1140.15,367.92,78.96,57.44,1,-1,-1,-1
5,3,1069.49,280.34,57.56,37.83,1,-1,-1,-1
5,4,891.80,110.03,160.94,39.42,1,-1,-1,-1
5,5,769.98,171.76,246.05,106.19,1,-1,-1,-1
5,6,861.53,141.15,20.45,17.02,1,-1,-1,-1
5,7,718.68,161.94,37.03,21.72,1,-1,-1,-1
6,1,17.39,292.10,144.93,195.27,1,-1,-1,-1
6,2,1137.13,364.26,78.30,57.18,1,-1,-1,-1
6,3,1066.08,276.92,57.51,37.42,1,-1,-1,-1
6,4,888.38,109.75,159.76,39.95,1,-1,-1,-1
6,5,762.42,170.72,247.29,105.98,1,-1,-1,-1
6,6,861.10,140.69,20.30,17.07,1,-1,-1,-1
6,7,716.24,162.46,37.15,21.63,1,-1,-1,-1
7,1,17.58,296.11,144.49,195.47,1,-1,-1,-1
7,2,1133.44,360.44,78.05,56.85,1,-1,-1,-1
7,3,1063.27,275.26,57.57,37.30,1,-1,-1,-1
7,4,888.99,109.31,160.09,39.76,1,-1,-1,-1
7,5,757.22,167.20,247.78,104.89,1,-1,-1,-1
7,6,861.38,140.20,20.11,17.17,1,-1,-1,-1
7,7,714.68,162.61,37.24,21.61,1,-1,-1,-1
8,1,15.51,299.20,144.67,196.08,1,-1,-1,-1
8,2,1130.66,357.40,77.59,56.23,1,-1,-1,-1
8,3,1060.04,273.26,57.61,37.01,1,-1,-1,-1
8,4,890.15,109.22,161.26,40.13,1,-1,-1,-1
8,5,747.40,164.53,248.41,103.99,1,-1,-1,-1
8,6,860.68,140.22,20.10,17.03,1,-1,-1,-1
8,7,712.91,162.74,37.40,21.55,1,-1,-1,-1
9,1,12.12,303.17,145.04,197.82,1,-1,-1,-1
9,2,1128.06,354.30,77.12,55.80,1,-1,-1,-1
9,3,1056.15,271.53,57.76,36.83,1,-1,-1,-1
9,4,889.09,109.36,161.54,39.79,1,-1,-1,-1
9,5,744.12,161.56,248.97,102.50,1,-1,-1,-1
9,6,860.55,140.42,20.06,16.98,1,-1,-1,-1
9,7,711.30,162.65,37.67,21.60,1,-1,-1,-1
10,1,9.58,305.97,145.44,199.34,1,-1,-1,-1
10,2,1125.34,351.38,76.58,55.38,1,-1,-1,-1
10,3,1052.84,269.44,57.90,36.78,1,-1,-1,-1
10,4,887.81,108.83,161.24,39.50,1,-1,-1,-1
