3,1,410.06,767.25,50.23,152.08,1,-1,-1,-1
3,2,1392.01,888.43,76.35,193.26,1,-1,-1,-1
3,3,1039.17,734.93,37.28,121.54,1,-1,-1,-1
3,4,1571.48,775.94,67.26,166.86,1,-1,-1,-1
3,5,1097.14,718.50,43.70,141.88,1,-1,-1,-1
3,6,322.45,728.51,54.90,160.13,1,-1,-1,-1
3,7,1489.44,901.01,68.98,179.41,1,-1,-1,-1
3,8,1447.39,676.52,54.40,125.95,1,-1,-1,-1
3,9,1070.22,638.87,33.35,96.03,1,-1,-1,-1
3,10,692.53,729.54,53.80,148.63,1,-1,-1,-1
3,11,1230.98,697.88,47.09,147.77,1,-1,-1,-1
3,12,845.36,738.83,46.22,127.26,1,-1,-1,-1
3,13,652.40,733.61,49.26,144.56,1,-1,-1,-1
3,14,1198.17,665.76,40.88,111.07,1,-1,-1,-1
3,15,468.28,769.67,47.86,147.90,1,-1,-1,-1
3,16,1100.89,581.23,22.83,52.83,1,-1,-1,-1
3,17,739.74,757.55,53.74,146.24,1,-1,-1,-1
3,18,1021.96,632.78,28.70,80.14,1,-1,-1,-1
4,1,401.88,774.92,51.24,154.25,1,-1,-1,-1
4,2,1398.83,898.37,76.02,187.90,1,-1,-1,-1
4,3,1040.44,733.22,38.18,122.64,1,-1,-1,-1
4,4,1582.53,782.99,67.32,166.19,1,-1,-1,-1
4,5,1097.53,720.95,43.61,139.80,1,-1,-1,-1
4,6,325.46,731.48,53.82,159.68,1,-1,-1,-1
4,8,1453.44,683.86,53.77,124.64,1,-1,-1,-1
4,9,1073.66,638.11,34.27,96.71,1,-1,-1,-1
4,10,694.34,726.30,53.58,146.22,1,-1,-1,-1
4,11,1231.95,696.29,46.89,146.68,1,-1,-1,-1
4,12,844.59,749.59,46.25,125.14,1,-1,-1,-1
4,13,654.25,732.64,48.62,145.16,1,-1,-1,-1
4,14,1200.73,667.43,40.71,111.89,1,-1,-1,-1
4,15,457.12,774.70,48.37,151.62,1,-1,-1,-1
4,16,1101.19,582.23,22.83,53.38,1,-1,-1,-1
4,18,1023.58,634.20,28.24,80.55,1,-1,-1,-1
5,1,395.19,780.76,52.03,155.93,1,-1,-1,-1
5,3,1041.94,737.83,38.22,123.05,1,-1,-1,-1
5,4,1596.52,796.96,68.41,166.03,1,-1,-1,-1
5,5,1095.92,722.73,43.72,138.08,1,-1,-1,-1
5,6,326.03,732.16,53.73,159.70,1,-1,-1,-1
5,8,1458.46,683.39,53.45,124.76,1,-1,-1,-1
5,9,1075.50,639.48,34.67,94.54,1,-1,-1,-1
5,10,695.43,728.25,53.18,145.50,1,-1,-1,-1
5,11,1233.10,702.30,46.38,147.53,1,-1,-1,-1
5,12,842.48,756.29,46.91,126.10,1,-1,-1,-1
5,13,655.24,735.21,48.52,145.04,1,-1,-1,-1
5,14,1204.47,667.78,40.28,113.57,1,-1,-1,-1
5,15,453.04,786.04,48.87,154.72,1,-1,-1,-1
5,16,1102.40,580.85,23.01,53.14,1,-1,-1,-1
5,18,1023.40,634.20,28.40,81.01,1,-1,-1,-1
5,19,1521.45,682.88,39.73,117.46,1,-1,-1,-1
5,20,1669.50,693.08,40.22,108.49,1,-1,-1,-1
5,21,1865.73,591.54,37.80,89.51,1,-1,-1,-1
6,1,389.05,790.07,52.61,157.40,1,-1,-1,-1
6,3,1043.42,736.68,38.48,122.87,1,-1,-1,-1
6,4,1608.64,804.37,69.69,167.70,1,-1,-1,-1
6,5,1095.08,724.99,43.86,137.60,1,-1,-1,-1
6,6,327.15,735.20,54.01,160.11,1,-1,-1,-1
6,8,1466.46,685.90,52.65,123.76,1,-1,-1,-1
6,9,1076.90,641.27,34.89,93.50,1,-1,-1,-1
6,10,699.67,728.95,51.81,144.68,1,-1,-1,-1
6,11,1233.96,708.20,46.43,149.41,1,-1,-1,-1
6,13,657.04,739.76,49.24,146.20,1,-1,-1,-1
6,14,1208.61,667.68,39.79,114.21,1,-1,-1,-1
6,15,448.47,792.88,50.42,155.51,1,-1,-1,-1
6,16,1103.64,581.89,22.75,52.66,1,-1,-1,-1
6,18,1024.61,635.69,28.42,81.50,1,-1,-1,-1
6,19,1530.52,683.78,39.92,115.09,1,-1,-1,-1
6,20,1676.87,697.11,40.46,107.57,1,-1,-1,-1
6,22,1491.38,926.47,88.18,154.08,1,-1,-1,-1
6,23,282.92,734.45,48.15,150.24,1,-1,-1,-1
7,1,383.46,795.39,52.28,158.76,1,-1,-1,-1
7,3,1044.46,736.51,38.85,122.52,1,-1,-1,-1
7,4,1620.02,810.17,69.89,167.92,1,-1,-1,-1
7,5,1095.03,727.46,44.35,137.22,1,-1,-1,-1
7,6,329.60,736.40,54.53,160.46,1,-1,-1,-1
7,8,1468.78,690.07,52.94,122.56,1,-1,-1,-1
7,9,1077.91,643.67,35.15,93.52,1,-1,-1,-1
7,10,702.54,726.80,51.08,142.42,1,-1,-1,-1
7,11,1234.59,710.56,46.95,150.06,1,-1,-1,-1
7,13,655.92,741.22,50.21,146.49,1,-1,-1,-1
7,14,1210.94,668.58,39.58,114.84,1,-1,-1,-1
7,15,443.01,798.33,50.16,157.11,1,-1,-1,-1
7,16,1105.82,583.04,22.21,52.42,1,-1,-1,-1
7,18,1025.80,636.34,28.78,81.90,1,-1,-1,-1
7,19,1535.40,692.94,40.11,115.69,1,-1,-1,-1
7,20,1682.50,698.09,40.01,106.75,1,-1,-1,-1
7,23,284.09,732.68,48.71,152.59,1,-1,-1,-1
7,24,1415.53,924.51,83.11,156.36,1,-1,-1,-1
7,25,1730.82,675.19,40.81,57.62,1,-1,-1,-1
7,26,523.93,731.84,47.70,143.25,1,-1,-1,-1
7,27,733.79,781.96,57.28,155.45,1,-1,-1,-1
7,28,1402.38,643.16,31.45,100.80,1,-1,-1,-1
7,29,990.92,637.44,28.91,79.34,1,-1,-1,-1
7,30,1461.03,634.99,38.21,95.93,1,-1,-1,-1
8,1,379.79,799.32,51.82,159.78,1,-1,-1,-1
8,3,1044.08,737.00,39.55,122.52,1,-1,-1,-1
8,4,1632.41,814.51,70.09,167.55,1,-1,-1,-1
8,5,1095.87,730.08,44.84,137.59,1,-1,-1,-1
8,6,331.18,739.37,55.23,160.94,1,-1,-1,-1
8,8,1472.79,690.85,53.23,122.69,1,-1,-1,-1
8,9,1080.65,642.54,35.17,91.67,1,-1,-1,-1
8,10,703.62,729.30,50.89,142.13,1,-1,-1,-1
8,11,1235.06,712.49,47.31,150.65,1,-1,-1,-1
8,13,656.80,743.69,50.57,146.72,1,-1,-1,-1
8,14,1212.82,671.29,39.76,115.36,1,-1,-1,-1
8,15,436.98,801.18,50.21,158.30,1,-1,-1,-1
8,16,1107.01,583.25,21.87,51.70,1,-1,-1,-1
8,18,1027.04,636.79,29.07,81.51,1,-1,-1,-1
8,20,1688.58,702.38,39.66,106.70,1,-1,-1,-1
8,23,285.69,729.86,48.80,156.12,1,-1,-1,-1
8,25,1734.84,679.40,41.25,57.19,1,-1,-1,-1
8,26,518.17,736.83,48.46,142.84,1,-1,-1,-1
8,27,730.12,793.12,58.23,159.02,1,-1,-1,-1
8,28,1405.88,644.29,32.06,101.89,1,-1,-1,-1
8,29,992.87,638.92,29.01,80.98,1,-1,-1,-1
8,30,1466.75,637.60,38.37,95.98,1,-1,-1,-1
8,31,839.20,759.89,50.16,139.34,1,-1,-1,-1
8,32,612.49,723.70,40.06,110.73,1,-1,-1,-1
9,1,373.22,803.90,51.59,160.65,1,-1,-1,-1
9,3,1042.59,738.76,40.45,122.64,1,-1,-1,-1
9,4,1644.54,819.61,69.83,167.26,1,-1,-1,-1
9,5,1096.94,733.20,45.23,137.76,1,-1,-1,-1
9,6,330.86,740.74,56.10,162.08,1,-1,-1,-1
9,8,1476.34,694.29,53.33,122.68,1,-1,-1,-1
9,9,1082.57,643.61,35.62,90.17,1,-1,-1,-1
9,10,704.38,729.84,50.25,141.69,1,-1,-1,-1
9,11,1236.51,716.87,47.88,150.74,1,-1,-1,-1
9,13,656.88,748.51,51.36,147.40,1,-1,-1,-1
9,14,1216.38,674.10,39.71,114.22,1,-1,-1,-1
9,15,433.24,804.08,50.51,159.01,1,-1,-1,-1
9,16,1108.27,585.62,21.54,51.91,1,-1,-1,-1
9,18,1028.54,638.04,29.35,81.50,1,-1,-1,-1
9,20,1693.96,704.89,39.64,106.93,1,-1,-1,-1
9,23,286.34,727.96,48.99,157.59,1,-1,-1,-1
9,25,1740.66,679.40,41.10,56.46,1,-1,-1,-1
9,26,511.52,743.44,48.40,142.19,1,-1,-1,-1
9,28,1409.06,644.17,31.64,101.96,1,-1,-1,-1
9,29,996.01,639.85,28.62,81.04,1,-1,-1,-1
9,30,1468.36,635.95,38.33,94.98,1,-1,-1,-1
9,31,834.57,759.07,50.28,140.10,1,-1,-1,-1
9,32,608.57,727.28,40.56,112.61,1,-1,-1,-1
9,33,1329.68,720.27,53.13,136.11,1,-1,-1,-1
9,34,1518.11,952.21,89.78,127.79,1,-1,-1,-1
9,35,956.72,644.53,23.88,68.26,1,-1,-1,-1
10,1,366.75,806.04,52.00,161.89,1,-1,-1,-1
10,3,1041.47,742.42,41.22,122.88,1,-1,-1,-1
10,4,1655.31,823.50,69.50,167.91,1,-1,-1,-1
10,5,1097.40,735.67,45.80,138.01,1,-1,-1,-1
10,6,332.80,740.69,56.26,163.09,1,-1,-1,-1
10,8,1484.79,697.69,53.04,122.25,1,-1,-1,-1
10,9,1086.78,643.41,35.18,88.52,1,-1,-1,-1
10,11,1237.09,720.75,48.26,150.63,1,-1,-1,-1
10,13,658.99,751.57,51.64,148.81,1,-1,-1,-1
10,14,1218.30,677.42,40.10,113.91,1,-1,-1,-1
10,15,428.74,805.58,50.51,159.74,1,-1,-1,-1
10,16,1110.48,585.70,21.32,51.84,1,-1,-1,-1
10,18,1028.78,640.16,29.53,82.29,1,-1,-1,-1
10,20,1697.86,707.64,39.57,107.18,1,-1,-1,-1
10,23,286.08,732.59,49.32,156.99,1,-1,-1,-1
10,25,1746.07,681.25,41.94,56.61,1,-1,-1,-1
10,26,507.91,745.75,48.82,143.34,1,-1,-1,-1
10,28,1412.20,645.24,31.45,101.05,1,-1,-1,-1
10,29,997.49,643.80,28.35,81.37,1,-1,-1,-1
10,30,1469.79,638.33,38.41,95.24,1,-1,-1,-1
10,31,831.95,772.11,49.84,139.28,1,-1,-1,-1
10,32,607.20,733.99,40.53,112.52,1,-1,-1,-1
10,33,1331.77,722.69,50.71,136.53,1,-1,-1,-1
10,35,959.02,646.16,24.64,68.56,1,-1,-1,-1
10,36,1436.21,949.23,95.55,130.87,1,-1,-1,-1
11,1,360.87,809.08,52.41,162.75,1,-1,-1,-1
11,3,1040.63,745.12,42.08,122.86,1,-1,-1,-1
11,4,1667.82,828.23,69.59,168.33,1,-1,-1,-1
11,5,1098.22,739.11,46.26,137.97,1,-1,-1,-1
11,6,333.54,740.83,56.65,163.39,1,-1,-1,-1
